$STR WITHDRAWAL AT SEG64                                     ELEV OF WITHDRAWAL CENTERLINE:270.     

JDAY,     TDS,    Gen1,    Gen2,    Gen3,    Gen4,    Gen5,    ISS2,     PO4,     NH4,     NO3,    LDOM,    RDOM,    LPOM,    RPOM,    ALG1,      DO,     TIC,     ALK,  LDOM-P,  RDOM-P,  LPOM-P,  RPOM-P,  LDOM-N,  RDOM-N,  LPOM-N,  RPOM-N,
  4386.200,   57.0000,    2.1960,    0.0000,    0.0000,    6.0600,    0.0000,    7.5385,    0.0490,    0.0818,    0.1438,    2.4973,    2.9398,    0.7798,    0.8599,    0.0760,    4.9427,    5.3456,   16.5050,    0.0051,    0.0060,    0.0015,    0.0017,    0.2803,    0.3302,    0.0651,    0.0727,
  4386.300,   57.0000,    2.2961,    0.0000,    0.0000,    6.0600,    0.0000,    7.5265,    0.0490,    0.0829,    0.1448,    2.4807,    2.9419,    0.7753,    0.8592,    0.0749,    4.9147,    5.3535,   16.5050,    0.0051,    0.0060,    0.0015,    0.0017,    0.2784,    0.3304,    0.0647,    0.0727,
  4386.402,   57.0000,    2.3969,    0.0000,    0.0000,    6.0600,    0.0000,    7.5226,    0.0491,    0.0840,    0.1457,    2.4639,    2.9440,    0.7711,    0.8589,    0.0740,    4.8845,    5.3622,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2765,    0.3307,    0.0643,    0.0726,
  4386.501,   57.0000,    2.4969,    0.0000,    0.0000,    6.0600,    0.0000,    7.5228,    0.0491,    0.0850,    0.1467,    2.4475,    2.9461,    0.7673,    0.8589,    0.0730,    4.8528,    5.3716,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2747,    0.3309,    0.0640,    0.0726,
  4386.602,   57.0000,    2.5964,    0.0000,    0.0000,    6.0600,    0.0000,    7.5228,    0.0491,    0.0860,    0.1477,    2.4313,    2.9482,    0.7636,    0.8589,    0.0724,    4.8226,    5.3806,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2729,    0.3311,    0.0637,    0.0726,
  4386.701,   57.0000,    2.6956,    0.0000,    0.0000,    6.0600,    0.0000,    7.5261,    0.0492,    0.0870,    0.1487,    2.4152,    2.9502,    0.7600,    0.8591,    0.0715,    4.7910,    5.3901,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2710,    0.3314,    0.0633,    0.0727,
  4386.803,   57.0000,    2.7971,    0.0000,    0.0000,    6.0600,    0.0000,    7.5304,    0.0492,    0.0880,    0.1497,    2.3988,    2.9523,    0.7565,    0.8593,    0.0704,    4.7581,    5.3997,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2692,    0.3316,    0.0630,    0.0727,
  4386.901,   57.0000,    2.8952,    0.0000,    0.0000,    6.0600,    0.0000,    7.5361,    0.0493,    0.0890,    0.1507,    2.3832,    2.9543,    0.7531,    0.8596,    0.0694,    4.7252,    5.4095,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2674,    0.3318,    0.0627,    0.0727,
  4387.000,   57.0000,    2.9950,    0.0000,    0.0000,    6.0600,    0.0000,    7.5036,    0.0493,    0.0898,    0.1517,    2.3675,    2.9563,    0.7480,    0.8578,    0.0692,    4.7057,    5.4144,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2657,    0.3321,    0.0623,    0.0726,
  4387.101,   57.0000,    3.0962,    0.0000,    0.0000,    6.0600,    0.0000,    7.4981,    0.0493,    0.0908,    0.1527,    2.3516,    2.9583,    0.7443,    0.8575,    0.0680,    4.6748,    5.4234,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2639,    0.3323,    0.0619,    0.0725,
  4387.202,   57.0000,    3.1971,    0.0000,    0.0000,    6.0600,    0.0000,    7.4889,    0.0494,    0.0917,    0.1538,    2.3359,    2.9603,    0.7404,    0.8569,    0.0670,    4.6456,    5.4320,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2621,    0.3325,    0.0616,    0.0725,
  4387.301,   57.0000,    3.2956,    0.0000,    0.0000,    6.0600,    0.0000,    7.4799,    0.0494,    0.0926,    0.1548,    2.3206,    2.9622,    0.7368,    0.8564,    0.0661,    4.6171,    5.4403,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2604,    0.3327,    0.0612,    0.0724,
  4387.402,   57.0000,    3.3980,    0.0000,    0.0000,    6.0600,    0.0000,    7.4792,    0.0494,    0.0935,    0.1559,    2.3048,    2.9642,    0.7331,    0.8564,    0.0652,    4.5854,    5.4497,   16.5050,    0.0047,    0.0060,    0.0015,    0.0017,    0.2586,    0.3329,    0.0609,    0.0724,
  4387.500,   57.0000,    3.4963,    0.0000,    0.0000,    6.0600,    0.0000,    7.4830,    0.0495,    0.0943,    0.1570,    2.2898,    2.9661,    0.7299,    0.8566,    0.0643,    4.5536,    5.4593,   16.5050,    0.0047,    0.0060,    0.0015,    0.0017,    0.2569,    0.3332,    0.0606,    0.0724,
  4387.601,   57.0000,    3.5968,    0.0000,    0.0000,    6.0600,    0.0000,    7.4886,    0.0495,    0.0951,    0.1581,    2.2745,    2.9680,    0.7266,    0.8569,    0.0636,    4.5216,    5.4687,   16.5050,    0.0047,    0.0061,    0.0015,    0.0017,    0.2552,    0.3334,    0.0603,    0.0725,
  4387.702,   57.0000,    3.6977,    0.0000,    0.0000,    6.0600,    0.0000,    7.5004,    0.0496,    0.0959,    0.1592,    2.2591,    2.9699,    0.7235,    0.8575,    0.0625,    4.4867,    5.4792,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2535,    0.3336,    0.0600,    0.0725,
  4387.801,   57.0000,    3.7971,    0.0000,    0.0000,    6.0600,    0.0000,    7.5137,    0.0496,    0.0967,    0.1603,    2.2441,    2.9718,    0.7204,    0.8583,    0.0615,    4.4520,    5.4897,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2518,    0.3338,    0.0598,    0.0726,
  4387.901,   57.0000,    3.8962,    0.0000,    0.0000,    6.0600,    0.0000,    7.4907,    0.0496,    0.0973,    0.1614,    2.2295,    2.9737,    0.7157,    0.8570,    0.0612,    4.4341,    5.4940,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2501,    0.3340,    0.0594,    0.0725,
  4388.000,   57.0000,    3.9972,    0.0000,    0.0000,    6.0600,    0.0000,    7.4929,    0.0497,    0.0981,    0.1625,    2.2145,    2.9756,    0.7125,    0.8571,    0.0600,    4.4002,    5.5042,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2484,    0.3342,    0.0590,    0.0725,
  4388.100,   57.0000,    4.0956,    0.0000,    0.0000,    6.0600,    0.0000,    7.4865,    0.0497,    0.0989,    0.1636,    2.2001,    2.9774,    0.7091,    0.8567,    0.0591,    4.3717,    5.5125,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2468,    0.3344,    0.0587,    0.0725,
  4388.200,   57.0000,    4.1961,    0.0000,    0.0000,    6.0600,    0.0000,    7.4792,    0.0498,    0.0996,    0.1647,    2.1854,    2.9792,    0.7055,    0.8563,    0.0582,    4.3427,    5.5210,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2452,    0.3346,    0.0584,    0.0724,
  4388.301,   57.0000,    4.2977,    0.0000,    0.0000,    6.0600,    0.0000,    7.4710,    0.0498,    0.1003,    0.1659,    2.1707,    2.9811,    0.7019,    0.8558,    0.0573,    4.3138,    5.5296,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2435,    0.3348,    0.0580,    0.0724,
  4388.401,   57.0000,    4.3972,    0.0000,    0.0000,    6.0600,    0.0000,    7.4728,    0.0498,    0.1009,    0.1671,    2.1563,    2.9828,    0.6987,    0.8559,    0.0565,    4.2830,    5.5388,   16.5050,    0.0044,    0.0061,    0.0014,    0.0017,    0.2419,    0.3350,    0.0577,    0.0724,
  4388.501,   57.0000,    4.4964,    0.0000,    0.0000,    6.0600,    0.0000,    7.4763,    0.0499,    0.1016,    0.1682,    2.1422,    2.9846,    0.6955,    0.8561,    0.0557,    4.2522,    5.5479,   16.5050,    0.0044,    0.0061,    0.0014,    0.0017,    0.2403,    0.3352,    0.0574,    0.0724,
  4388.601,   57.0000,    4.5954,    0.0000,    0.0000,    6.0600,    0.0000,    7.4804,    0.0499,    0.1022,    0.1694,    2.1281,    2.9864,    0.6922,    0.8563,    0.0551,    4.2218,    5.5567,   16.5050,    0.0044,    0.0061,    0.0014,    0.0017,    0.2387,    0.3354,    0.0572,    0.0724,
  4388.701,   57.0000,    4.6956,    0.0000,    0.0000,    6.0600,    0.0000,    7.4865,    0.0499,    0.1027,    0.1705,    2.1139,    2.9881,    0.6890,    0.8567,    0.0545,    4.1908,    5.5655,   16.5050,    0.0043,    0.0061,    0.0014,    0.0017,    0.2371,    0.3356,    0.0569,    0.0725,
  4388.801,   57.0000,    4.7954,    0.0000,    0.0000,    6.0600,    0.0000,    7.4942,    0.0500,    0.1033,    0.1717,    2.0998,    2.9899,    0.6857,    0.8572,    0.0539,    4.1595,    5.5745,   16.5050,    0.0043,    0.0061,    0.0014,    0.0017,    0.2355,    0.3358,    0.0566,    0.0725,
  4388.903,   57.0000,    4.8969,    0.0000,    0.0000,    6.0600,    0.0000,    7.5041,    0.0500,    0.1038,    0.1729,    2.0856,    2.9916,    0.6826,    0.8578,    0.0531,    4.1262,    5.5841,   16.5050,    0.0043,    0.0061,    0.0014,    0.0017,    0.2339,    0.3360,    0.0564,    0.0725,
  4389.000,   57.0000,    4.9969,    0.0000,    0.0000,    6.0600,    0.0000,    7.4733,    0.0500,    0.1043,    0.1741,    2.0719,    2.9934,    0.6779,    0.8560,    0.0532,    4.1103,    5.5878,   16.5050,    0.0043,    0.0061,    0.0014,    0.0017,    0.2324,    0.3362,    0.0559,    0.0724,
  4389.102,   57.0000,    5.0967,    0.0000,    0.0000,    6.0600,    0.0000,    7.4387,    0.0501,    0.1047,    0.1753,    2.0581,    2.9951,    0.6731,    0.8541,    0.0532,    4.0969,    5.5903,   16.5050,    0.0042,    0.0061,    0.0014,    0.0017,    0.2308,    0.3364,    0.0555,    0.0722,
  4389.202,   57.0000,    5.1964,    0.0000,    0.0000,    6.0600,    0.0000,    7.2201,    0.0501,    0.1046,    0.1764,    2.0446,    2.9967,    0.6603,    0.8417,    0.0582,    4.1721,    5.5604,   16.5050,    0.0042,    0.0061,    0.0013,    0.0016,    0.2293,    0.3366,    0.0545,    0.0712,
  4389.302,   57.0000,    5.2967,    0.0000,    0.0000,    6.0600,    0.0000,    7.1516,    0.0501,    0.1049,    0.1776,    2.0311,    2.9984,    0.6544,    0.8378,    0.0591,    4.1745,    5.5574,   16.5050,    0.0042,    0.0061,    0.0013,    0.0016,    0.2278,    0.3368,    0.0539,    0.0709,
  4389.401,   57.0000,    5.3979,    0.0000,    0.0000,    6.0600,    0.0000,    7.3337,    0.0502,    0.1059,    0.1789,    2.0172,    3.0001,    0.6589,    0.8481,    0.0538,    4.0599,    5.5966,   16.5050,    0.0041,    0.0061,    0.0013,    0.0016,    0.2262,    0.3370,    0.0543,    0.0717,
  4389.501,   57.0000,    5.4965,    0.0000,    0.0000,    6.0600,    0.0000,    7.4078,    0.0502,    0.1066,    0.1801,    2.0039,    3.0017,    0.6589,    0.8523,    0.0513,    3.9965,    5.6175,   16.5050,    0.0041,    0.0061,    0.0013,    0.0017,    0.2247,    0.3372,    0.0543,    0.0721,
  4389.602,   57.0000,    5.5972,    0.0000,    0.0000,    6.0600,    0.0000,    7.4555,    0.0502,    0.1072,    0.1813,    1.9904,    3.0034,    0.6577,    0.8550,    0.0495,    3.9456,    5.6339,   16.5050,    0.0041,    0.0061,    0.0013,    0.0017,    0.2232,    0.3373,    0.0541,    0.0723,
  4389.700,   57.0000,    5.6953,    0.0000,    0.0000,    6.0600,    0.0000,    7.4770,    0.0503,    0.1076,    0.1825,    1.9773,    3.0050,    0.6554,    0.8562,    0.0485,    3.9079,    5.6455,   16.5050,    0.0041,    0.0061,    0.0013,    0.0017,    0.2217,    0.3375,    0.0539,    0.0724,
  4389.801,   57.0000,    5.7961,    0.0000,    0.0000,    6.0600,    0.0000,    7.4547,    0.0503,    0.1080,    0.1838,    1.9641,    3.0066,    0.6515,    0.8550,    0.0483,    3.8872,    5.6510,   16.5050,    0.0040,    0.0061,    0.0013,    0.0017,    0.2203,    0.3377,    0.0536,    0.0723,
  4389.903,   57.0000,    5.8986,    0.0000,    0.0000,    6.0600,    0.0000,    7.3442,    0.0503,    0.1082,    0.1850,    1.9510,    3.0082,    0.6444,    0.8490,    0.0497,    3.9029,    5.6433,   16.5050,    0.0040,    0.0061,    0.0013,    0.0017,    0.2188,    0.3379,    0.0529,    0.0718,
  4390.000,   57.0000,    5.9959,    0.0000,    0.0000,    6.0600,    0.0000,    7.4447,    0.0504,    0.1088,    0.1862,    1.9382,    3.0098,    0.6450,    0.8545,    0.0471,    3.8329,    5.6664,   16.5050,    0.0040,    0.0061,    0.0013,    0.0017,    0.2173,    0.3381,    0.0530,    0.0723,
  4390.101,   57.0000,    6.0964,    0.0000,    0.0000,    6.0600,    0.0000,    7.4607,    0.0504,    0.1092,    0.1875,    1.9252,    3.0114,    0.6425,    0.8554,    0.0461,    3.7973,    5.6771,   16.5050,    0.0040,    0.0061,    0.0013,    0.0017,    0.2159,    0.3382,    0.0527,    0.0723,
  4390.202,   57.0000,    6.1974,    0.0000,    0.0000,    6.0600,    0.0000,    7.4966,    0.0505,    0.1097,    0.1888,    1.9122,    3.0129,    0.6407,    0.8573,    0.0448,    3.7545,    5.6901,   16.5050,    0.0039,    0.0061,    0.0013,    0.0017,    0.2144,    0.3384,    0.0526,    0.0725,
  4390.300,   57.0000,    6.2962,    0.0000,    0.0000,    6.0600,    0.0000,    7.5032,    0.0505,    0.1100,    0.1900,    1.8996,    3.0145,    0.6380,    0.8576,    0.0440,    3.7237,    5.6991,   16.5050,    0.0039,    0.0061,    0.0013,    0.0017,    0.2130,    0.3386,    0.0523,    0.0725,
  4390.401,   57.0000,    6.3977,    0.0000,    0.0000,    6.0600,    0.0000,    7.4912,    0.0505,    0.1104,    0.1913,    1.8869,    3.0160,    0.6346,    0.8570,    0.0435,    3.6989,    5.7060,   16.5050,    0.0039,    0.0062,    0.0013,    0.0017,    0.2116,    0.3388,    0.0520,    0.0725,
  4390.503,   57.0000,    6.4995,    0.0000,    0.0000,    6.0600,    0.0000,    7.4812,    0.0506,    0.1107,    0.1925,    1.8741,    3.0176,    0.6312,    0.8566,    0.0431,    3.6729,    5.7134,   16.5050,    0.0039,    0.0062,    0.0013,    0.0017,    0.2101,    0.3389,    0.0517,    0.0724,
  4390.602,   57.0000,    6.5984,    0.0000,    0.0000,    6.0600,    0.0000,    7.4688,    0.0506,    0.1110,    0.1938,    1.8618,    3.0191,    0.6278,    0.8561,    0.0426,    3.6476,    5.7208,   16.5050,    0.0038,    0.0062,    0.0013,    0.0017,    0.2087,    0.3391,    0.0514,    0.0724,
  4390.700,   57.0000,    6.6968,    0.0000,    0.0000,    6.0600,    0.0000,    7.4572,    0.0506,    0.1113,    0.1950,    1.8497,    3.0206,    0.6246,    0.8555,    0.0422,    3.6226,    5.7282,   16.5050,    0.0038,    0.0062,    0.0013,    0.0017,    0.2074,    0.3393,    0.0511,    0.0724,
  4390.802,   57.0000,    6.7983,    0.0000,    0.0000,    6.0600,    0.0000,    7.4055,    0.0506,    0.1114,    0.1963,    1.8372,    3.0221,    0.6199,    0.8531,    0.0424,    3.6108,    5.7304,   16.5050,    0.0038,    0.0062,    0.0013,    0.0017,    0.2060,    0.3394,    0.0507,    0.0721,
  4390.903,   57.0000,    6.8991,    0.0000,    0.0000,    6.0600,    0.0000,    7.4609,    0.0507,    0.1118,    0.1976,    1.8248,    3.0236,    0.6187,    0.8558,    0.0409,    3.5642,    5.7449,   16.5050,    0.0038,    0.0062,    0.0013,    0.0017,    0.2046,    0.3396,    0.0506,    0.0724,
  4391.000,   57.0000,    6.9978,    0.0000,    0.0000,    6.0600,    0.0000,    7.4942,    0.0507,    0.1121,    0.1988,    1.8128,    3.0250,    0.6167,    0.8573,    0.0399,    3.5264,    5.7564,   16.5050,    0.0037,    0.0062,    0.0012,    0.0017,    0.2032,    0.3398,    0.0504,    0.0725,
  4391.100,   57.0000,    7.0959,    0.0000,    0.0000,    6.0600,    0.0000,    7.5149,    0.0508,    0.1124,    0.2001,    1.8009,    3.0264,    0.6143,    0.8583,    0.0391,    3.4929,    5.7663,   16.5050,    0.0037,    0.0062,    0.0012,    0.0017,    0.2019,    0.3399,    0.0502,    0.0726,
  4391.202,   57.0000,    7.1978,    0.0000,    0.0000,    6.0600,    0.0000,    7.5187,    0.0508,    0.1127,    0.2014,    1.7887,    3.0279,    0.6114,    0.8585,    0.0385,    3.4637,    5.7747,   16.5050,    0.0037,    0.0062,    0.0012,    0.0017,    0.2005,    0.3401,    0.0499,    0.0726,
  4391.301,   57.0000,    7.2970,    0.0000,    0.0000,    6.0600,    0.0000,    7.5251,    0.0508,    0.1129,    0.2027,    1.7769,    3.0293,    0.6086,    0.8587,    0.0379,    3.4354,    5.7825,   16.5050,    0.0037,    0.0062,    0.0012,    0.0017,    0.1992,    0.3402,    0.0496,    0.0726,
  4391.403,   57.0000,    7.3988,    0.0000,    0.0000,    6.0600,    0.0000,    7.5164,    0.0508,    0.1131,    0.2039,    1.7649,    3.0308,    0.6054,    0.8584,    0.0374,    3.4094,    5.7899,   16.5050,    0.0036,    0.0062,    0.0012,    0.0017,    0.1978,    0.3404,    0.0494,    0.0726,
  4391.500,   57.0000,    7.4969,    0.0000,    0.0000,    6.0600,    0.0000,    7.4646,    0.0509,    0.1132,    0.2052,    1.7535,    3.0321,    0.6012,    0.8562,    0.0375,    3.3949,    5.7934,   16.5050,    0.0036,    0.0062,    0.0012,    0.0017,    0.1965,    0.3406,    0.0490,    0.0724,
  4391.601,   57.0000,    7.5985,    0.0000,    0.0000,    6.0600,    0.0000,    7.5118,    0.0509,    0.1135,    0.2065,    1.7415,    3.0335,    0.5993,    0.8583,    0.0364,    3.3552,    5.8053,   16.5050,    0.0036,    0.0062,    0.0012,    0.0017,    0.1952,    0.3407,    0.0488,    0.0726,
  4391.703,   57.0000,    7.6982,    0.0000,    0.0000,    6.0600,    0.0000,    7.5179,    0.0509,    0.1137,    0.2078,    1.7299,    3.0349,    0.5965,    0.8586,    0.0358,    3.3258,    5.8141,   16.5050,    0.0036,    0.0062,    0.0012,    0.0017,    0.1939,    0.3409,    0.0486,    0.0726,
  4391.803,   57.0000,    7.7982,    0.0000,    0.0000,    6.0600,    0.0000,    7.5160,    0.0510,    0.1138,    0.2091,    1.7184,    3.0363,    0.5936,    0.8586,    0.0353,    3.2982,    5.8223,   16.5050,    0.0035,    0.0062,    0.0012,    0.0017,    0.1926,    0.3410,    0.0483,    0.0726,
  4391.902,   57.0000,    7.8979,    0.0000,    0.0000,    6.0600,    0.0000,    7.4965,    0.0510,    0.1140,    0.2103,    1.7071,    3.0377,    0.5904,    0.8579,    0.0350,    3.2751,    5.8288,   16.5050,    0.0035,    0.0062,    0.0012,    0.0017,    0.1913,    0.3412,    0.0480,    0.0726,
  4392.000,   57.0000,    7.9970,    0.0000,    0.0000,    6.0600,    0.0000,    7.4868,    0.0510,    0.1141,    0.2116,    1.6958,    3.0390,    0.5873,    0.8576,    0.0346,    3.2501,    5.8357,   16.5050,    0.0035,    0.0062,    0.0012,    0.0017,    0.1901,    0.3413,    0.0477,    0.0725,
  4392.103,   57.0000,    8.0985,    0.0000,    0.0000,    6.0600,    0.0000,    7.5061,    0.0511,    0.1143,    0.2129,    1.6843,    3.0403,    0.5847,    0.8584,    0.0339,    3.2191,    5.8445,   16.5050,    0.0035,    0.0062,    0.0012,    0.0017,    0.1888,    0.3415,    0.0475,    0.0726,
  4392.200,   57.0000,    8.1975,    0.0000,    0.0000,    6.0600,    0.0000,    7.5161,    0.0511,    0.1144,    0.2142,    1.6732,    3.0417,    0.5820,    0.8587,    0.0334,    3.1913,    5.8522,   16.5050,    0.0034,    0.0062,    0.0012,    0.0017,    0.1875,    0.3416,    0.0473,    0.0726,
