$GATE WITHDRAWAL AT SEG64                                    ELEV OF WITHDRAWAL CENTERLINE:300.     

JDAY,QWD(m3s-1)
  4394.700,    0.0000
  4394.801,    0.0000
  4394.902,    0.0000
  4395.000,    0.0000
  4395.101,    0.0000
  4395.201,    0.0000
  4395.301,    0.0000
  4395.400,    0.0000
  4395.501,    0.0008
  4395.601,    0.0000
  4395.703,    0.0000
  4395.802,    0.0000
  4395.900,    0.0000
  4396.000,    0.0000
  4396.102,    0.0000
  4396.202,    0.0000
  4396.302,    0.0000
  4396.402,    0.0000
  4396.500,    0.0000
  4396.602,    0.0000
  4396.700,    0.0000
  4396.801,    0.0000
  4396.900,    0.0000
  4397.000,    0.0000
  4397.101,    0.0000
  4397.202,    0.0000
  4397.301,    0.0000
  4397.402,    0.0000
  4397.503,    0.0000
  4397.601,    0.0000
  4397.704,    0.0000
  4397.802,    0.0000
  4397.901,    0.0000
  4398.000,    0.0000
  4398.101,    0.0000
  4398.200,    0.0000
  4398.302,    0.0000
  4398.400,    0.0000
  4398.501,    0.0000
  4398.601,    0.0000
  4398.703,    0.0000
  4398.802,    0.0000
  4398.900,    0.0000
  4399.000,    0.0000
  4399.102,    0.0000
  4399.201,    0.0000
  4399.304,    0.0000
  4399.401,    0.0000
  4399.502,    0.0000
  4399.600,    0.0000
  4399.702,    0.0000
  4399.800,    0.0000
  4399.902,    0.0000
  4400.000,    0.0000
  4400.100,    0.0000
  4400.202,    0.0000
  4400.301,    0.0000
  4400.401,    0.0000
  4400.502,    0.0000
  4400.602,    0.0000
  4400.701,    0.0000
  4400.802,    0.0000
  4400.902,    0.0000
  4401.000,    0.0000
  4401.100,    0.0000
  4401.203,    0.0000
  4401.302,    0.0000
  4401.401,    0.0000
  4401.501,    0.0000
  4401.600,    0.0000
  4401.702,    0.0000
  4401.800,    0.0000
  4401.902,    0.0000
  4402.000,    0.0000
  4402.103,    0.0000
  4402.201,    0.0000
  4402.301,    0.0000
  4402.402,    0.0000
  4402.500,    0.0000
  4402.600,    0.0000
  4402.700,    0.0000
  4402.800,    0.0000
  4402.901,    0.0000
  4403.000,    0.0000
  4403.102,    0.0000
  4403.203,    0.0000
  4403.303,    0.0000
  4403.402,    0.0000
  4403.501,    0.0000
  4403.600,    0.0000
  4403.703,    0.0000
  4403.802,    0.0000
  4403.901,    0.0000
  4404.000,    0.0000
  4404.102,    0.0000
  4404.203,    0.0000
  4404.302,    0.0000
  4404.401,    0.0000
  4404.502,    0.0000
  4404.600,    0.0000
  4404.702,    0.0000
  4404.802,    0.0000
  4404.902,    0.0000
  4405.000,    0.0000
  4405.103,    0.0000
  4405.201,    0.0000
  4405.304,    0.0000
  4405.402,    0.0000
  4405.501,    0.0000
  4405.602,    0.0000
  4405.703,    0.0000
  4405.803,    0.0000
  4405.902,    0.0000
  4406.000,    0.0000
  4406.102,    0.0000
  4406.204,    0.0000
  4406.302,    0.0000
  4406.401,    0.0000
  4406.502,    0.0000
  4406.601,    0.0000
  4406.703,    0.0000
  4406.801,    0.0000
  4406.903,    0.0000
  4407.000,    0.0000
  4407.101,    0.0000
  4407.200,    0.0000
  4407.304,    0.0000
  4407.402,    0.0000
  4407.501,    0.0000
  4407.602,    0.0000
  4407.702,    0.0000
  4407.801,    0.0000
  4407.900,    0.0000
  4408.000,    0.0000
  4408.102,    0.0000
  4408.200,    0.0000
  4408.302,    0.0000
  4408.403,    0.0000
  4408.501,    0.0008
  4408.601,    0.0000
  4408.701,    0.0000
  4408.802,    0.0000
  4408.902,    0.0000
  4409.000,    0.0000
  4409.100,    0.0000
  4409.202,    0.0000
  4409.303,    0.0000
  4409.400,    0.0000
  4409.501,    0.0000
  4409.602,    0.0000
  4409.701,    0.0000
  4409.801,    0.0000
  4409.901,    0.0000
  4410.000,    0.0000
