Derived constituent file for segment 64

JDAY,     DOC,     TOC,     TKN,      TN,      TP,     APR,    CHLA,     %DO,      pH,     CO2,    HCO3,     CO3,
  4386.602,    2.5286,    3.3239,    0.8318,    0.9795,    0.0637,    0.0123,    0.7514,   60.6355,    6.7910,    1.3985,    3.9727,    0.0013,
  4386.701,    2.5220,    3.3152,    0.8310,    0.9796,    0.0637,    0.0024,    0.7308,   60.1749,    6.7904,    1.4037,    3.9818,    0.0013,
  4386.803,    2.5153,    3.3064,    0.8301,    0.9797,    0.0637,   -0.0057,    0.7145,   59.7398,    6.7811,    1.4285,    3.9658,    0.0012,
  4386.901,    2.5089,    3.2976,    0.8291,    0.9797,    0.0637,   -0.0056,    0.7010,   59.3300,    6.7808,    1.4315,    3.9715,    0.0013,
  4387.000,    2.5024,    3.2884,    0.8280,    0.9796,    0.0637,   -0.0055,    0.6920,   58.9907,    6.7800,    1.4353,    3.9746,    0.0012,
  4387.101,    2.4958,    3.2794,    0.8269,    0.9796,    0.0637,   -0.0054,    0.6806,   58.5987,    6.7800,    1.4385,    3.9832,    0.0013,
  4387.202,    2.4894,    3.2704,    0.8258,    0.9795,    0.0637,   -0.0053,    0.6706,   58.2277,    6.7700,    1.4651,    3.9642,    0.0012,
  4387.301,    2.4831,    3.2617,    0.8247,    0.9795,    0.0637,   -0.0052,    0.6610,   57.8655,    6.7700,    1.4672,    3.9696,    0.0012,
  4387.402,    2.4766,    3.2528,    0.8235,    0.9794,    0.0637,    0.0161,    0.6574,   57.5380,    6.7703,    1.4690,    3.9771,    0.0012,
  4387.500,    2.4704,    3.2443,    0.8221,    0.9791,    0.0637,    0.0147,    0.6678,   57.3577,    6.7706,    1.4692,    3.9818,    0.0012,
  4387.601,    2.4642,    3.2369,    0.8212,    0.9792,    0.0637,    0.0103,    0.6602,   56.8755,    6.7625,    1.4915,    3.9677,    0.0012,
  4387.702,    2.4579,    3.2290,    0.8204,    0.9795,    0.0637,    0.0020,    0.6348,   56.3372,    6.7604,    1.5007,    3.9722,    0.0012,
  4387.801,    2.4517,    3.2211,    0.8195,    0.9797,    0.0637,   -0.0049,    0.6198,   55.8833,    6.7604,    1.5041,    3.9809,    0.0012,
  4387.901,    2.4456,    3.2126,    0.8183,    0.9796,    0.0637,   -0.0048,    0.6113,   55.5556,    6.7544,    1.5210,    3.9703,    0.0012,
  4388.000,    2.4395,    3.2043,    0.8172,    0.9796,    0.0637,   -0.0048,    0.6002,   55.1529,    6.7500,    1.5351,    3.9666,    0.0012,
  4388.100,    2.4336,    3.1961,    0.8160,    0.9796,    0.0637,   -0.0047,    0.5910,   54.7923,    6.7500,    1.5371,    3.9716,    0.0012,
  4388.200,    2.4275,    3.1878,    0.8149,    0.9796,    0.0637,   -0.0046,    0.5818,   54.4249,    6.7500,    1.5392,    3.9770,    0.0012,
  4388.301,    2.4214,    3.1793,    0.8136,    0.9795,    0.0637,   -0.0035,    0.5729,   54.0599,    6.7500,    1.5424,    3.9852,    0.0012,
  4388.401,    2.4155,    3.1713,    0.8124,    0.9795,    0.0637,    0.0109,    0.5700,   53.7510,    6.7406,    1.5683,    3.9658,    0.0011,
  4388.501,    2.4098,    3.1636,    0.8111,    0.9793,    0.0637,    0.0121,    0.5762,   53.5040,    6.7411,    1.5688,    3.9720,    0.0011,
  4388.601,    2.4040,    3.1567,    0.8101,    0.9794,    0.0637,    0.0076,    0.5711,   53.0760,    6.7406,    1.5728,    3.9777,    0.0011,
  4388.701,    2.3982,    3.1494,    0.8090,    0.9795,    0.0637,    0.0061,    0.5605,   52.6443,    6.7403,    1.5755,    3.9819,    0.0011,
  4388.801,    2.3924,    3.1418,    0.8080,    0.9797,    0.0637,   -0.0043,    0.5481,   52.2281,    6.7307,    1.6042,    3.9650,    0.0011,
  4388.903,    2.3865,    3.1342,    0.8069,    0.9797,    0.0637,   -0.0043,    0.5368,   51.8018,    6.7307,    1.6065,    3.9708,    0.0011,
  4389.000,    2.3808,    3.1258,    0.8055,    0.9796,    0.0637,   -0.0042,    0.5316,   51.5217,    6.7300,    1.6107,    3.9749,    0.0011,
  4389.102,    2.3752,    3.1162,    0.8039,    0.9791,    0.0637,   -0.0042,    0.5356,   51.5040,    6.7300,    1.6120,    3.9782,    0.0011,
  4389.202,    2.3696,    3.1003,    0.8004,    0.9768,    0.0636,   -0.0047,    0.5908,   52.6178,    6.7386,    1.5783,    3.9746,    0.0011,
  4389.302,    2.3641,    3.0901,    0.7985,    0.9761,    0.0636,   -0.0048,    0.6014,   52.6704,    6.7395,    1.5733,    3.9714,    0.0011,
  4389.401,    2.3582,    3.0861,    0.7982,    0.9771,    0.0636,    0.0071,    0.5688,   51.6823,    6.7325,    1.6004,    3.9733,    0.0011,
  4389.501,    2.3529,    3.0782,    0.7967,    0.9767,    0.0636,    0.0095,    0.5805,   51.5847,    6.7321,    1.6021,    3.9732,    0.0011,
  4389.602,    2.3474,    3.0738,    0.7962,    0.9774,    0.0636,    0.0083,    0.5607,   50.7456,    6.7308,    1.6087,    3.9773,    0.0011,
  4389.700,    2.3420,    3.0686,    0.7955,    0.9779,    0.0637,    0.0064,    0.5388,   50.0768,    6.7224,    1.6386,    3.9727,    0.0011,
  4389.801,    2.3366,    3.0604,    0.7940,    0.9776,    0.0636,   -0.0031,    0.5446,   49.9675,    6.7179,    1.6537,    3.9684,    0.0011,
  4389.903,    2.3314,    3.0433,    0.7897,    0.9744,    0.0636,   -0.0051,    0.6464,   51.6124,    6.7329,    1.5993,    3.9717,    0.0011,
  4390.000,    2.3260,    3.0404,    0.7897,    0.9758,    0.0636,   -0.0047,    0.5962,   50.3926,    6.7294,    1.6148,    3.9751,    0.0011,
  4390.101,    2.3207,    3.0333,    0.7885,    0.9758,    0.0636,   -0.0047,    0.5905,   50.0559,    6.7262,    1.6294,    3.9774,    0.0011,
  4390.202,    2.3153,    3.0267,    0.7874,    0.9760,    0.0636,   -0.0046,    0.5753,   49.5601,    6.7220,    1.6432,    3.9697,    0.0011,
  4390.300,    2.3102,    3.0199,    0.7863,    0.9761,    0.0636,   -0.0045,    0.5642,   49.1804,    6.7189,    1.6560,    3.9724,    0.0011,
  4390.401,    2.3051,    3.0120,    0.7847,    0.9757,    0.0636,    0.0222,    0.5717,   49.0331,    6.7186,    1.6579,    3.9749,    0.0011,
  4390.503,    2.2999,    3.0036,    0.7828,    0.9750,    0.0636,    0.0268,    0.5971,   49.0977,    6.7203,    1.6530,    3.9778,    0.0011,
  4390.602,    2.2946,    2.9984,    0.7819,    0.9753,    0.0636,    0.0175,    0.5944,   48.5578,    6.7153,    1.6697,    3.9710,    0.0011,
  4390.700,    2.2897,    2.9906,    0.7803,    0.9749,    0.0636,    0.0111,    0.6048,   48.4911,    6.7154,    1.6703,    3.9724,    0.0011,
  4390.802,    2.2847,    2.9810,    0.7783,    0.9741,    0.0636,   -0.0036,    0.6228,   48.6360,    6.7162,    1.6671,    3.9725,    0.0011,
  4390.903,    2.2795,    2.9768,    0.7778,    0.9750,    0.0636,   -0.0046,    0.5850,   47.7133,    6.7135,    1.6804,    3.9779,    0.0011,
  4391.000,    2.2745,    2.9707,    0.7768,    0.9752,    0.0636,   -0.0045,    0.5654,   47.2054,    6.7111,    1.6898,    3.9797,    0.0011,
  4391.100,    2.2696,    2.9657,    0.7762,    0.9759,    0.0636,   -0.0042,    0.5333,   46.4680,    6.7043,    1.7141,    3.9723,    0.0011,
  4391.202,    2.2645,    2.9594,    0.7751,    0.9761,    0.0636,   -0.0041,    0.5130,   45.9469,    6.6998,    1.7300,    3.9702,    0.0010,
  4391.301,    2.2597,    2.9527,    0.7738,    0.9761,    0.0636,   -0.0040,    0.5059,   45.6192,    6.6999,    1.7320,    3.9748,    0.0010,
  4391.403,    2.2548,    2.9436,    0.7718,    0.9753,    0.0636,    0.0187,    0.5254,   45.7892,    6.6985,    1.7384,    3.9777,    0.0010,
  4391.500,    2.2503,    2.9331,    0.7691,    0.9737,    0.0636,    0.0251,    0.5821,   46.4210,    6.7058,    1.7108,    3.9781,    0.0011,
  4391.601,    2.2451,    2.9317,    0.7689,    0.9749,    0.0636,    0.0300,    0.5626,   45.3643,    6.6988,    1.7381,    3.9721,    0.0010,
  4391.703,    2.2403,    2.9274,    0.7685,    0.9758,    0.0636,    0.0117,    0.5178,   44.4722,    6.6919,    1.7639,    3.9705,    0.0010,
  4391.803,    2.2355,    2.9213,    0.7676,    0.9762,    0.0636,   -0.0038,    0.4858,   43.8866,    6.6895,    1.7741,    3.9751,    0.0010,
  4391.902,    2.2308,    2.9124,    0.7657,    0.9755,    0.0636,   -0.0039,    0.4888,   43.8848,    6.6897,    1.7744,    3.9777,    0.0010,
  4392.000,    2.2263,    2.9043,    0.7639,    0.9750,    0.0636,   -0.0040,    0.5006,   43.8658,    6.6925,    1.7638,    3.9772,    0.0010,
  4392.103,    2.2215,    2.9000,    0.7632,    0.9756,    0.0636,   -0.0038,    0.4806,   43.2252,    6.6919,    1.7697,    3.9839,    0.0010,
  4392.200,    2.2168,    2.8937,    0.7619,    0.9756,    0.0636,   -0.0037,    0.4723,   42.8939,    6.6846,    1.7955,    3.9729,    0.0010,
  4392.301,    2.2122,    2.8875,    0.7606,    0.9756,    0.0636,   -0.0021,    0.4666,   42.5794,    6.6831,    1.8023,    3.9727,    0.0010,
  4392.401,    2.2077,    2.8813,    0.7592,    0.9754,    0.0636,    0.0275,    0.4693,   42.3523,    6.6816,    1.8086,    3.9728,    0.0010,
  4392.502,    2.2032,    2.8738,    0.7572,    0.9747,    0.0636,    0.0300,    0.5052,   42.5203,    6.6845,    1.7990,    3.9770,    0.0010,
  4392.600,    2.1987,    2.8721,    0.7570,    0.9758,    0.0636,    0.0413,    0.4800,   41.5245,    6.6802,    1.8176,    3.9809,    0.0010,
  4392.700,    2.1942,    2.8690,    0.7568,    0.9770,    0.0637,    0.0199,    0.4268,   40.4216,    6.6726,    1.8457,    3.9772,    0.0010,
  4392.802,    2.1895,    2.8622,    0.7555,    0.9770,    0.0637,   -0.0020,    0.4142,   40.1630,    6.6639,    1.8777,    3.9705,    0.0010,
  4392.902,    2.1863,    2.8363,    0.7482,    0.9701,    0.0635,   -0.0049,    0.6239,   44.0843,    6.6810,    1.8100,    3.9727,    0.0010,
  4393.000,    2.1812,    2.8415,    0.7501,    0.9738,    0.0636,   -0.0040,    0.5070,   41.2607,    6.6921,    1.7662,    3.9743,    0.0010,
  4393.101,    2.1766,    2.8398,    0.7498,    0.9749,    0.0636,   -0.0038,    0.4828,   40.5542,    6.6740,    1.8442,    3.9773,    0.0010,
  4393.202,    2.1722,    2.8331,    0.7483,    0.9746,    0.0636,   -0.0039,    0.4884,   40.4164,    6.6767,    1.8361,    3.9801,    0.0010,
  4393.300,    2.1680,    2.8281,    0.7473,    0.9749,    0.0636,   -0.0037,    0.4719,   39.9570,    6.6756,    1.8432,    3.9844,    0.0010,
  4393.400,    2.1638,    2.8202,    0.7454,    0.9742,    0.0636,    0.0338,    0.4922,   40.0760,    6.6717,    1.8551,    3.9733,    0.0010,
  4393.501,    2.1596,    2.8134,    0.7434,    0.9734,    0.0636,    0.0392,    0.5364,   40.2595,    6.6735,    1.8474,    3.9705,    0.0010,
  4393.603,    2.1556,    2.8085,    0.7415,    0.9726,    0.0636,    0.0429,    0.6059,   40.6306,    6.6744,    1.8473,    3.9726,    0.0010,
  4393.702,    2.1517,    2.8003,    0.7390,    0.9711,    0.0635,    0.0172,    0.6749,   41.3302,    6.6805,    1.8253,    3.9757,    0.0010,
  4393.801,    2.1472,    2.7971,    0.7389,    0.9725,    0.0636,   -0.0048,    0.6025,   39.9283,    6.6753,    1.8462,    3.9774,    0.0010,
  4393.902,    2.1433,    2.7892,    0.7370,    0.9717,    0.0636,   -0.0049,    0.6162,   40.1570,    6.6736,    1.8533,    3.9801,    0.0010,
  4394.000,    2.1390,    2.7853,    0.7363,    0.9725,    0.0636,   -0.0046,    0.5790,   39.2765,    6.6754,    1.8467,    3.9793,    0.0010,
  4394.101,    2.1349,    2.7800,    0.7354,    0.9728,    0.0636,   -0.0044,    0.5493,   38.7340,    6.6682,    1.8739,    3.9744,    0.0010,
  4394.201,    2.1306,    2.7771,    0.7351,    0.9740,    0.0636,   -0.0039,    0.4946,   37.6976,    6.6597,    1.9073,    3.9709,    0.0010,
  4394.302,    2.1266,    2.7710,    0.7337,    0.9738,    0.0636,   -0.0039,    0.4925,   37.5267,    6.6591,    1.9122,    3.9741,    0.0010,
  4394.400,    2.1249,    2.7391,    0.7227,    0.9620,    0.0633,    0.0390,    0.9622,   45.4234,    6.6819,    1.8228,    3.9750,    0.0010,
  4394.500,    2.1207,    2.7437,    0.7228,    0.9637,    0.0634,    0.0569,    0.9839,   43.5129,    6.7346,    1.6285,    3.9740,    0.0012,
  4394.603,    2.1153,    2.7568,    0.7277,    0.9710,    0.0636,    0.0761,    0.7405,   38.7670,    6.6780,    1.8579,    3.9803,    0.0010,
  4394.700,    2.1112,    2.7526,    0.7278,    0.9727,    0.0636,    0.0340,    0.6173,   37.3059,    6.6618,    1.9126,    3.9699,    0.0010,
  4394.801,    2.1072,    2.7453,    0.7267,    0.9728,    0.0636,   -0.0044,    0.5597,   36.7719,    6.6565,    1.9296,    3.9694,    0.0010,
  4394.902,    2.1033,    2.7367,    0.7249,    0.9722,    0.0636,   -0.0043,    0.5443,   36.6206,    6.6592,    1.9182,    3.9741,    0.0010,
  4395.000,    2.0991,    2.7325,    0.7242,    0.9730,    0.0636,   -0.0040,    0.5033,   35.8406,    6.6537,    1.9406,    3.9753,    0.0009,
  4395.101,    2.0955,    2.7251,    0.7222,    0.9720,    0.0636,   -0.0042,    0.5310,   36.1118,    6.6557,    1.9344,    3.9757,    0.0010,
  4395.201,    2.0917,    2.7200,    0.7210,    0.9720,    0.0636,   -0.0042,    0.5273,   35.7624,    6.6556,    1.9371,    3.9790,    0.0010,
  4395.301,    2.0877,    2.7168,    0.7204,    0.9728,    0.0636,   -0.0025,    0.4946,   35.0149,    6.6523,    1.9538,    3.9824,    0.0009,
  4395.400,    2.0844,    2.7110,    0.7180,    0.9714,    0.0636,    0.0711,    0.5909,   35.8896,    6.6553,    1.9446,    3.9796,    0.0010,
  4395.501,    2.0851,    2.6879,    0.7038,    0.9546,    0.0630,    0.0909,    1.5697,   47.9428,    6.7042,    1.7622,    3.9728,    0.0011,
  4395.601,    2.0785,    2.7023,    0.7111,    0.9654,    0.0634,    0.0910,    1.0688,   39.7996,    6.6912,    1.8265,    3.9732,    0.0011,
  4395.703,    2.0739,    2.6976,    0.7124,    0.9688,    0.0635,    0.0459,    0.8035,   36.7152,    6.6752,    1.8811,    3.9727,    0.0010,
  4395.802,    2.0699,    2.6895,    0.7121,    0.9699,    0.0635,   -0.0047,    0.6510,   35.5400,    6.6565,    1.9444,    3.9770,    0.0010,
  4395.900,    2.0662,    2.6802,    0.7101,    0.9691,    0.0635,   -0.0050,    0.6274,   35.4067,    6.6604,    1.9225,    3.9758,    0.0010,
  4396.000,    2.0623,    2.6767,    0.7097,    0.9701,    0.0636,   -0.0045,    0.5716,   34.4993,    6.6516,    1.9573,    3.9777,    0.0010,
  4396.102,    2.0586,    2.6739,    0.7091,    0.9709,    0.0636,   -0.0043,    0.5407,   33.6899,    6.6476,    1.9749,    3.9767,    0.0009,
  4396.202,    2.0552,    2.6700,    0.7078,    0.9707,    0.0636,   -0.0045,    0.5663,   33.6991,    6.6481,    1.9794,    3.9817,    0.0009,
  4396.302,    2.0519,    2.6665,    0.7061,    0.9701,    0.0636,   -0.0050,    0.6308,   33.9911,    6.6522,    1.9693,    3.9763,    0.0010,
  4396.402,    2.0486,    2.6660,    0.7049,    0.9700,    0.0636,    0.0986,    0.7082,   34.1263,    6.6525,    1.9749,    3.9712,    0.0010,
  4396.500,    2.0457,    2.6657,    0.7025,    0.9682,    0.0635,    0.1274,    0.9306,   35.5067,    6.6552,    1.9725,    3.9711,    0.0010,
  4396.602,    2.0439,    2.6653,    0.6975,    0.9630,    0.0634,    0.1127,    1.3875,   38.7204,    6.7077,    1.7931,    3.9725,    0.0012,
  4396.700,    2.0392,    2.6605,    0.6997,    0.9674,    0.0635,    0.0776,    1.0455,   35.3256,    6.6761,    1.9093,    3.9734,    0.0011,
  4396.801,    2.0353,    2.6490,    0.6991,    0.9684,    0.0635,    0.0024,    0.8366,   34.0132,    6.6569,    1.9664,    3.9750,    0.0010,
  4396.900,    2.0315,    2.6402,    0.6979,    0.9686,    0.0635,   -0.0059,    0.7481,   33.2482,    6.6521,    1.9758,    3.9785,    0.0010,
  4397.000,    2.0274,    2.6328,    0.6974,    0.9697,    0.0636,   -0.0049,    0.6140,   31.8861,    6.6424,    2.0090,    3.9813,    0.0009,
  4397.101,    2.0251,    2.6225,    0.6939,    0.9664,    0.0635,   -0.0060,    0.7526,   33.9630,    6.6407,    2.0157,    3.9817,    0.0009,
  4397.202,    2.0232,    2.6184,    0.6899,    0.9624,    0.0634,   -0.0082,    1.0294,   36.3424,    6.6782,    1.8757,    3.9781,    0.0010,
  4397.301,    2.0197,    2.6229,    0.6905,    0.9644,    0.0634,   -0.0082,    1.0299,   35.2903,    6.6668,    1.9338,    3.9715,    0.0010,
  4397.402,    2.0167,    2.6259,    0.6896,    0.9646,    0.0634,    0.1057,    1.1418,   35.3228,    6.6702,    1.9330,    3.9724,    0.0010,
  4397.503,    2.0136,    2.6334,    0.6885,    0.9643,    0.0634,    0.1309,    1.3849,   35.5211,    6.6806,    1.9145,    3.9713,    0.0011,
  4397.601,    2.0102,    2.6383,    0.6888,    0.9660,    0.0635,    0.1330,    1.4237,   34.5010,    6.6757,    1.9444,    3.9749,    0.0011,
  4397.704,    2.0063,    2.6287,    0.6886,    0.9676,    0.0635,    0.0678,    1.2087,   32.7642,    6.6645,    1.9786,    3.9812,    0.0010,
  4397.802,    2.0028,    2.6165,    0.6875,    0.9679,    0.0635,   -0.0082,    1.0336,   31.8880,    6.6532,    2.0071,    3.9807,    0.0010,
  4397.901,    1.9989,    2.6024,    0.6862,    0.9681,    0.0635,   -0.0067,    0.8411,   30.7598,    6.6438,    2.0290,    3.9826,    0.0010,
  4398.000,    1.9952,    2.5923,    0.6851,    0.9686,    0.0636,   -0.0056,    0.7100,   29.7972,    6.6338,    2.0596,    3.9792,    0.0009,
  4398.101,    1.9927,    2.5872,    0.6831,    0.9671,    0.0635,   -0.0063,    0.7889,   30.6536,    6.6362,    2.0511,    3.9800,    0.0009,
  4398.200,    1.9923,    2.5846,    0.6779,    0.9608,    0.0633,   -0.0099,    1.2429,   34.8455,    6.6658,    1.9423,    3.9732,    0.0010,
  4398.302,    1.9884,    2.5901,    0.6791,    0.9638,    0.0634,   -0.0095,    1.1915,   33.1257,    6.6599,    1.9846,    3.9723,    0.0010,
  4398.400,    1.9865,    2.5911,    0.6767,    0.9615,    0.0634,    0.1197,    1.4267,   34.6002,    6.6772,    1.9267,    3.9744,    0.0011,
  4398.501,    1.9849,    2.6007,    0.6740,    0.9587,    0.0633,    0.1241,    1.8717,   36.7731,    6.7018,    1.8604,    3.9728,    0.0012,
  4398.601,    1.9799,    2.5988,    0.6758,    0.9633,    0.0634,    0.1240,    1.6100,   33.1260,    6.6830,    1.9442,    3.9736,    0.0011,
  4398.703,    1.9761,    2.5822,    0.6751,    0.9643,    0.0634,    0.0605,    1.2988,   31.5862,    6.6602,    2.0019,    3.9763,    0.0010,
  4398.802,    1.9729,    2.5692,    0.6739,    0.9645,    0.0635,    0.0130,    1.1155,   30.9009,    6.6491,    2.0317,    3.9777,    0.0010,
  4398.900,    1.9694,    2.5633,    0.6735,    0.9655,    0.0635,   -0.0079,    0.9998,   29.7513,    6.6445,    2.0425,    3.9799,    0.0010,
  4399.000,    1.9665,    2.5621,    0.6729,    0.9660,    0.0635,   -0.0079,    0.9956,   29.3760,    6.6428,    2.0534,    3.9822,    0.0010,
  4399.102,    1.9630,    2.5570,    0.6724,    0.9670,    0.0635,   -0.0071,    0.8996,   28.3683,    6.6359,    2.0792,    3.9789,    0.0010,
  4399.201,    1.9611,    2.5522,    0.6697,    0.9644,    0.0635,   -0.0083,    1.0525,   29.8411,    6.6422,    2.0554,    3.9755,    0.0010,
  4399.304,    1.9583,    2.5527,    0.6692,    0.9649,    0.0635,   -0.0085,    1.0758,   29.4397,    6.6436,    2.0554,    3.9711,    0.0010,
  4399.401,    1.9572,    2.5499,    0.6657,    0.9610,    0.0633,    0.1171,    1.3699,   32.1793,    6.6425,    2.0592,    3.9731,    0.0010,
  4399.502,    1.9555,    2.5664,    0.6648,    0.9601,    0.0633,    0.1721,    1.7689,   33.2092,    6.6764,    1.9640,    3.9723,    0.0011,
  4399.600,    1.9520,    2.5768,    0.6656,    0.9625,    0.0634,    0.1639,    1.8662,   31.5194,    6.6826,    1.9759,    3.9764,    0.0012,
  4399.702,    1.9478,    2.5597,    0.6656,    0.9648,    0.0635,    0.0939,    1.4637,   29.2888,    6.6549,    2.0548,    3.9769,    0.0011,
  4399.800,    1.9438,    2.5389,    0.6647,    0.9660,    0.0635,   -0.0047,    1.0777,   27.2748,    6.6387,    2.0908,    3.9799,    0.0010,
  4399.902,    1.9417,    2.5274,    0.6616,    0.9632,    0.0634,   -0.0091,    1.1443,   28.8982,    6.6294,    2.1130,    3.9802,    0.0009,
  4400.000,    1.9413,    2.5341,    0.6590,    0.9597,    0.0634,   -0.0119,    1.5038,   30.8458,    6.6756,    1.9455,    3.9769,    0.0011,
  4400.100,    1.9380,    2.5419,    0.6600,    0.9620,    0.0634,   -0.0123,    1.5548,   29.7570,    6.6616,    2.0287,    3.9835,    0.0011,
  4400.202,    1.9352,    2.5422,    0.6592,    0.9621,    0.0634,   -0.0128,    1.6090,   29.5501,    6.6633,    2.0389,    3.9807,    0.0011,
  4400.301,    1.9328,    2.5384,    0.6579,    0.9614,    0.0634,   -0.0130,    1.6383,   29.5947,    6.6695,    2.0189,    3.9770,    0.0011,
  4400.401,    1.9306,    2.5409,    0.6569,    0.9608,    0.0634,    0.1726,    1.7942,   30.1676,    6.6570,    2.0650,    3.9752,    0.0011,
  4400.502,    1.9291,    2.5547,    0.6562,    0.9599,    0.0634,    0.2131,    2.1539,   31.0476,    6.6858,    2.0062,    3.9701,    0.0013,
  4400.602,    1.9262,    2.5554,    0.6566,    0.9615,    0.0634,    0.2407,    2.1151,   29.9083,    6.6866,    2.0107,    3.9720,    0.0013,
  4400.701,    1.9217,    2.5325,    0.6561,    0.9639,    0.0635,    0.0898,    1.6067,   27.2952,    6.6495,    2.0962,    3.9741,    0.0011,
  4400.802,    1.9174,    2.5074,    0.6541,    0.9645,    0.0635,   -0.0096,    1.2155,   25.5417,    6.6307,    2.1367,    3.9773,    0.0010,
  4400.902,    1.9125,    2.4867,    0.6528,    0.9659,    0.0636,   -0.0067,    0.8506,   23.3823,    6.6125,    2.1849,    3.9790,    0.0009,
  4401.000,    1.9094,    2.4753,    0.6510,    0.9653,    0.0636,   -0.0061,    0.7660,   23.2023,    6.6063,    2.2006,    3.9795,    0.0009,
  4401.100,    1.9108,    2.4748,    0.6470,    0.9592,    0.0634,   -0.0093,    1.1715,   27.7325,    6.6239,    2.1334,    3.9797,    0.0009,
  4401.203,    1.9102,    2.4846,    0.6462,    0.9576,    0.0634,   -0.0114,    1.4327,   29.2812,    6.6456,    2.0502,    3.9774,    0.0010,
