$WITHDRAWAL AT SEG84                                         ELEV OF WITHDRAWAL CENTERLINE:278.     

JDAY,     TDS,    Gen1,    Gen2,    Gen3,    Gen4,    Gen5,    ISS2,     PO4,     NH4,     NO3,    LDOM,    RDOM,    LPOM,    RPOM,    ALG1,      DO,     TIC,     ALK,  LDOM-P,  RDOM-P,  LPOM-P,  RPOM-P,  LDOM-N,  RDOM-N,  LPOM-N,  RPOM-N,
  4387.601,   57.0001,    3.5995,    0.0000,    0.0000,    6.0600,    0.0000,    4.9133,    0.0481,    0.0754,    0.1553,    2.2820,    2.9684,    0.6145,    0.6981,    0.2460,    5.8995,    4.9436,   16.5051,    0.0047,    0.0061,    0.0013,    0.0014,    0.2557,    0.3334,    0.0504,    0.0590,
  4387.702,   57.0005,    3.7005,    0.0000,    0.0000,    6.0600,    0.0000,    4.8356,    0.0481,    0.0741,    0.1562,    2.2669,    2.9703,    0.6083,    0.6924,    0.2693,    6.0087,    4.8950,   16.5053,    0.0047,    0.0061,    0.0013,    0.0013,    0.2540,    0.3336,    0.0498,    0.0586,
  4387.801,   57.0012,    3.8002,    0.0000,    0.0000,    6.0599,    0.0000,    4.8221,    0.0482,    0.0761,    0.1572,    2.2533,    2.9720,    0.6052,    0.6915,    0.2614,    5.9360,    4.9207,   16.5059,    0.0047,    0.0061,    0.0013,    0.0013,    0.2524,    0.3338,    0.0496,    0.0585,
  4387.901,   57.0019,    3.8994,    0.0000,    0.0000,    6.0599,    0.0000,    4.7531,    0.0483,    0.0779,    0.1581,    2.2385,    2.9738,    0.5996,    0.6866,    0.2524,    5.8907,    4.9360,   16.5064,    0.0046,    0.0061,    0.0012,    0.0013,    0.2508,    0.3340,    0.0491,    0.0581,
  4388.000,   57.0021,    4.0006,    0.0000,    0.0000,    6.0598,    0.0000,    4.7476,    0.0484,    0.0799,    0.1591,    2.2232,    2.9756,    0.5968,    0.6863,    0.2411,    5.8294,    4.9562,   16.5066,    0.0046,    0.0061,    0.0012,    0.0013,    0.2490,    0.3342,    0.0489,    0.0580,
  4388.100,   57.0022,    4.0989,    0.0000,    0.0000,    6.0598,    0.0000,    4.7359,    0.0485,    0.0816,    0.1602,    2.2084,    2.9775,    0.5937,    0.6857,    0.2325,    5.7800,    4.9714,   16.5066,    0.0046,    0.0061,    0.0012,    0.0013,    0.2474,    0.3344,    0.0487,    0.0580,
  4388.200,   57.0023,    4.1990,    0.0000,    0.0000,    6.0598,    0.0000,    4.6532,    0.0485,    0.0828,    0.1612,    2.1937,    2.9793,    0.5868,    0.6797,    0.2278,    5.7642,    4.9739,   16.5067,    0.0045,    0.0061,    0.0012,    0.0013,    0.2457,    0.3346,    0.0481,    0.0575,
  4388.301,   57.0018,    4.3000,    0.0000,    0.0000,    6.0599,    0.0000,    4.7842,    0.0487,    0.0849,    0.1623,    2.1797,    2.9812,    0.5945,    0.6902,    0.2113,    5.6188,    5.0293,   16.5063,    0.0045,    0.0061,    0.0012,    0.0013,    0.2441,    0.3348,    0.0486,    0.0584,
  4388.401,   57.0015,    4.3997,    0.0000,    0.0000,    6.0599,    0.0000,    4.6497,    0.0485,    0.0829,    0.1631,    2.1668,    2.9831,    0.5869,    0.6804,    0.2323,    5.6925,    5.0024,   16.5061,    0.0045,    0.0061,    0.0012,    0.0013,    0.2426,    0.3351,    0.0478,    0.0575,
  4388.501,   57.0012,    4.4990,    0.0000,    0.0000,    6.0599,    0.0000,    4.4743,    0.0482,    0.0784,    0.1638,    2.1543,    2.9850,    0.5780,    0.6674,    0.2710,    5.8326,    4.9526,   16.5059,    0.0045,    0.0061,    0.0012,    0.0013,    0.2412,    0.3353,    0.0468,    0.0564,
  4388.601,   57.0011,    4.5982,    0.0000,    0.0000,    6.0599,    0.0000,    4.3040,    0.0479,    0.0741,    0.1645,    2.1414,    2.9868,    0.5685,    0.6545,    0.3176,    5.9946,    4.8917,   16.5058,    0.0044,    0.0061,    0.0012,    0.0013,    0.2397,    0.3355,    0.0459,    0.0554,
  4388.701,   57.0016,    4.6984,    0.0000,    0.0000,    6.0599,    0.0000,    4.1754,    0.0476,    0.0700,    0.1654,    2.1276,    2.9885,    0.5604,    0.6445,    0.3636,    6.1286,    4.8397,   16.5062,    0.0044,    0.0061,    0.0012,    0.0013,    0.2381,    0.3357,    0.0451,    0.0545,
  4388.801,   57.0040,    4.7985,    0.0000,    0.0000,    6.0597,    0.0000,    4.0834,    0.0476,    0.0699,    0.1664,    2.1135,    2.9898,    0.5520,    0.6372,    0.3778,    6.1670,    4.8207,   16.5079,    0.0044,    0.0061,    0.0012,    0.0012,    0.2365,    0.3358,    0.0446,    0.0539,
  4388.903,   57.0074,    4.9006,    0.0000,    0.0000,    6.0595,    0.0000,    3.9978,    0.0477,    0.0715,    0.1672,    2.0991,    2.9910,    0.5450,    0.6297,    0.3740,    6.1488,    4.8234,   16.5105,    0.0044,    0.0061,    0.0012,    0.0012,    0.2349,    0.3359,    0.0441,    0.0533,
  4389.000,   57.0095,    5.0007,    0.0000,    0.0000,    6.0593,    0.0000,    3.9308,    0.0478,    0.0730,    0.1680,    2.0857,    2.9924,    0.5407,    0.6240,    0.3667,    6.1251,    4.8297,   16.5120,    0.0043,    0.0061,    0.0012,    0.0012,    0.2333,    0.3361,    0.0437,    0.0528,
  4389.102,   57.0109,    5.1007,    0.0000,    0.0000,    6.0592,    0.0000,    3.8339,    0.0479,    0.0740,    0.1689,    2.0725,    2.9938,    0.5347,    0.6158,    0.3635,    6.1279,    4.8258,   16.5131,    0.0043,    0.0061,    0.0012,    0.0012,    0.2318,    0.3363,    0.0431,    0.0521,
  4389.202,   57.0113,    5.2003,    0.0000,    0.0000,    6.0592,    0.0000,    3.7384,    0.0479,    0.0750,    0.1697,    2.0595,    2.9955,    0.5291,    0.6080,    0.3581,    6.1303,    4.8226,   16.5134,    0.0043,    0.0061,    0.0012,    0.0012,    0.2303,    0.3364,    0.0426,    0.0514,
  4389.302,   57.0072,    5.2998,    0.0000,    0.0000,    6.0595,    0.0000,    3.8163,    0.0480,    0.0774,    0.1706,    2.0474,    2.9979,    0.5367,    0.6162,    0.3316,    6.0238,    4.8630,   16.5103,    0.0043,    0.0061,    0.0012,    0.0012,    0.2289,    0.3367,    0.0430,    0.0521,
  4389.401,   57.0044,    5.4006,    0.0000,    0.0000,    6.0597,    0.0000,    3.7255,    0.0478,    0.0749,    0.1713,    2.0356,    3.0002,    0.5319,    0.6090,    0.3586,    6.0890,    4.8396,   16.5082,    0.0043,    0.0061,    0.0012,    0.0012,    0.2276,    0.3370,    0.0424,    0.0515,
  4389.501,   57.0019,    5.4985,    0.0000,    0.0000,    6.0599,    0.0000,    3.5990,    0.0474,    0.0693,    0.1718,    2.0249,    3.0023,    0.5261,    0.5989,    0.4130,    6.2228,    4.7928,   16.5064,    0.0042,    0.0061,    0.0012,    0.0012,    0.2263,    0.3372,    0.0417,    0.0507,
  4389.602,   57.0010,    5.5992,    0.0000,    0.0000,    6.0600,    0.0000,    3.4624,    0.0470,    0.0628,    0.1721,    2.0140,    3.0043,    0.5215,    0.5880,    0.4776,    6.3853,    4.7358,   16.5056,    0.0042,    0.0061,    0.0012,    0.0011,    0.2250,    0.3374,    0.0410,    0.0497,
  4389.700,   57.0010,    5.6974,    0.0000,    0.0000,    6.0601,    0.0000,    3.3554,    0.0466,    0.0576,    0.1724,    2.0033,    3.0060,    0.5178,    0.5790,    0.5360,    6.5221,    4.6856,   16.5056,    0.0042,    0.0061,    0.0012,    0.0011,    0.2237,    0.3376,    0.0405,    0.0490,
  4389.801,   57.0011,    5.7982,    0.0000,    0.0000,    6.0601,    0.0000,    3.2932,    0.0466,    0.0573,    0.1730,    1.9933,    3.0077,    0.5165,    0.5737,    0.5434,    6.5368,    4.6785,   16.5056,    0.0042,    0.0061,    0.0012,    0.0011,    0.2224,    0.3378,    0.0403,    0.0485,
  4389.903,   57.0011,    5.9002,    0.0000,    0.0000,    6.0601,    0.0000,    3.2330,    0.0467,    0.0595,    0.1737,    1.9810,    3.0094,    0.5146,    0.5686,    0.5247,    6.4987,    4.6899,   16.5057,    0.0042,    0.0061,    0.0012,    0.0011,    0.2210,    0.3380,    0.0400,    0.0481,
  4390.000,   57.0012,    5.9979,    0.0000,    0.0000,    6.0601,    0.0000,    3.1668,    0.0468,    0.0611,    0.1744,    1.9692,    3.0109,    0.5119,    0.5627,    0.5118,    6.4787,    4.6950,   16.5057,    0.0042,    0.0061,    0.0012,    0.0011,    0.2197,    0.3382,    0.0397,    0.0476,
  4390.101,   57.0013,    6.0985,    0.0000,    0.0000,    6.0601,    0.0000,    3.1049,    0.0468,    0.0628,    0.1751,    1.9571,    3.0125,    0.5091,    0.5572,    0.4982,    6.4558,    4.7009,   16.5058,    0.0041,    0.0061,    0.0012,    0.0011,    0.2183,    0.3383,    0.0394,    0.0471,
  4390.202,   57.0012,    6.1993,    0.0000,    0.0000,    6.0601,    0.0000,    3.0423,    0.0469,    0.0643,    0.1758,    1.9452,    3.0142,    0.5068,    0.5516,    0.4846,    6.4364,    4.7058,   16.5057,    0.0041,    0.0061,    0.0012,    0.0011,    0.2169,    0.3385,    0.0390,    0.0466,
  4390.300,   57.0013,    6.2978,    0.0000,    0.0000,    6.0602,    0.0000,    2.9868,    0.0470,    0.0658,    0.1764,    1.9340,    3.0158,    0.5058,    0.5468,    0.4696,    6.4094,    4.7127,   16.5057,    0.0041,    0.0062,    0.0012,    0.0011,    0.2156,    0.3387,    0.0388,    0.0462,
  4390.401,   57.0013,    6.3989,    0.0000,    0.0000,    6.0602,    0.0000,    2.9404,    0.0468,    0.0632,    0.1769,    1.9236,    3.0175,    0.5056,    0.5429,    0.5003,    6.4537,    4.6978,   16.5057,    0.0041,    0.0062,    0.0012,    0.0011,    0.2143,    0.3389,    0.0386,    0.0459,
  4390.503,   57.0014,    6.5006,    0.0000,    0.0000,    6.0603,    0.0000,    2.8329,    0.0462,    0.0560,    0.1769,    1.9134,    3.0191,    0.5031,    0.5331,    0.5790,    6.6203,    4.6398,   16.5058,    0.0041,    0.0062,    0.0012,    0.0010,    0.2131,    0.3391,    0.0381,    0.0451,
  4390.602,   57.0015,    6.5995,    0.0000,    0.0000,    6.0604,    0.0000,    2.6917,    0.0456,    0.0469,    0.1769,    1.9039,    3.0207,    0.4986,    0.5192,    0.6765,    6.8634,    4.5515,   16.5058,    0.0041,    0.0062,    0.0012,    0.0010,    0.2119,    0.3392,    0.0375,    0.0439,
  4390.700,   57.0016,    6.6979,    0.0000,    0.0000,    6.0604,    0.0000,    2.6388,    0.0452,    0.0405,    0.1774,    1.8938,    3.0222,    0.4978,    0.5144,    0.7513,    7.0001,    4.5006,   16.5059,    0.0040,    0.0062,    0.0012,    0.0010,    0.2107,    0.3394,    0.0373,    0.0435,
  4390.802,   57.0016,    6.7994,    0.0000,    0.0000,    6.0602,    0.0000,    2.7037,    0.0455,    0.0439,    0.1790,    1.8823,    3.0237,    0.4990,    0.5219,    0.7307,    6.8863,    4.5399,   16.5059,    0.0040,    0.0062,    0.0012,    0.0010,    0.2094,    0.3396,    0.0377,    0.0441,
  4390.903,   57.0017,    6.9004,    0.0000,    0.0000,    6.0601,    0.0000,    2.7043,    0.0458,    0.0480,    0.1806,    1.8685,    3.0250,    0.4951,    0.5221,    0.6989,    6.7852,    4.5742,   16.5060,    0.0040,    0.0062,    0.0012,    0.0010,    0.2079,    0.3397,    0.0377,    0.0441,
  4391.000,   57.0024,    6.9993,    0.0000,    0.0000,    6.0599,    0.0000,    2.7018,    0.0460,    0.0517,    0.1820,    1.8549,    3.0262,    0.4906,    0.5221,    0.6675,    6.6900,    4.6060,   16.5067,    0.0040,    0.0062,    0.0012,    0.0010,    0.2064,    0.3399,    0.0377,    0.0442,
  4391.100,   57.0042,    7.0979,    0.0000,    0.0000,    6.0597,    0.0000,    2.7646,    0.0464,    0.0576,    0.1835,    1.8419,    3.0273,    0.4920,    0.5291,    0.6112,    6.5118,    4.6683,   16.5081,    0.0039,    0.0062,    0.0012,    0.0010,    0.2050,    0.3400,    0.0380,    0.0447,
  4391.202,   57.0067,    7.1998,    0.0000,    0.0000,    6.0595,    0.0000,    2.7512,    0.0467,    0.0606,    0.1849,    1.8291,    3.0283,    0.4903,    0.5280,    0.5855,    6.4394,    4.6917,   16.5100,    0.0039,    0.0062,    0.0012,    0.0010,    0.2036,    0.3401,    0.0379,    0.0446,
  4391.301,   57.0092,    7.2986,    0.0000,    0.0000,    6.0593,    0.0000,    2.6905,    0.0467,    0.0616,    0.1857,    1.8174,    3.0292,    0.4872,    0.5217,    0.5768,    6.4348,    4.6913,   16.5119,    0.0039,    0.0062,    0.0012,    0.0010,    0.2022,    0.3402,    0.0376,    0.0441,
  4391.403,   57.0088,    7.4000,    0.0000,    0.0000,    6.0594,    0.0000,    2.7862,    0.0468,    0.0626,    0.1873,    1.8055,    3.0308,    0.4925,    0.5331,    0.5709,    6.3115,    4.7378,   16.5115,    0.0039,    0.0062,    0.0012,    0.0010,    0.2009,    0.3404,    0.0381,    0.0451,
  4391.500,   57.0088,    7.4977,    0.0000,    0.0000,    6.0594,    0.0000,    2.6921,    0.0463,    0.0547,    0.1876,    1.7960,    3.0322,    0.4887,    0.5239,    0.6578,    6.4917,    4.6762,   16.5115,    0.0038,    0.0062,    0.0012,    0.0010,    0.1998,    0.3405,    0.0376,    0.0443,
  4391.601,   57.0110,    7.5996,    0.0000,    0.0000,    6.0592,    0.0000,    2.5951,    0.0457,    0.0452,    0.1879,    1.7862,    3.0333,    0.4852,    0.5136,    0.7623,    6.7320,    4.5903,   16.5132,    0.0038,    0.0062,    0.0012,    0.0010,    0.1986,    0.3406,    0.0373,    0.0434,
  4391.703,   57.0197,    7.6995,    0.0000,    0.0000,    6.0584,    0.0000,    2.6174,    0.0454,    0.0403,    0.1885,    1.7755,    3.0330,    0.4889,    0.5155,    0.8343,    6.8116,    4.5577,   16.5198,    0.0038,    0.0062,    0.0013,    0.0010,    0.1973,    0.3406,    0.0378,    0.0436,
  4391.803,   57.0314,    7.7995,    0.0000,    0.0000,    6.0575,    0.0000,    2.5572,    0.0451,    0.0342,    0.1884,    1.7678,    3.0321,    0.4904,    0.5083,    0.9188,    6.9379,    4.5123,   16.5287,    0.0038,    0.0062,    0.0013,    0.0010,    0.1963,    0.3405,    0.0380,    0.0430,
  4391.902,   57.0419,    7.8987,    0.0000,    0.0000,    6.0568,    0.0000,    2.5834,    0.0455,    0.0388,    0.1893,    1.7564,    3.0316,    0.4953,    0.5102,    0.8737,    6.7941,    4.5656,   16.5363,    0.0038,    0.0062,    0.0013,    0.0010,    0.1949,    0.3404,    0.0384,    0.0431,
  4392.000,   57.0545,    7.9972,    0.0000,    0.0000,    6.0560,    0.0000,    2.6356,    0.0459,    0.0443,    0.1908,    1.7439,    3.0309,    0.4978,    0.5145,    0.8181,    6.6222,    4.6288,   16.5453,    0.0038,    0.0062,    0.0013,    0.0010,    0.1935,    0.3404,    0.0387,    0.0435,
  4392.103,   57.0750,    8.0975,    0.0000,    0.0000,    6.0546,    0.0000,    2.6101,    0.0462,    0.0464,    0.1918,    1.7314,    3.0287,    0.4971,    0.5108,    0.7983,    6.5701,    4.6490,   16.5601,    0.0037,    0.0062,    0.0014,    0.0010,    0.1921,    0.3401,    0.0386,    0.0432,
  4392.200,   57.0898,    8.1952,    0.0000,    0.0000,    6.0536,    0.0000,    2.5281,    0.0462,    0.0457,    0.1921,    1.7217,    3.0274,    0.4961,    0.4994,    0.8071,    6.6325,    4.6268,   16.5708,    0.0037,    0.0062,    0.0014,    0.0010,    0.1909,    0.3400,    0.0384,    0.0422,
